Accuracy,Precision,Recall,F1-score
0.8,0.875,0.75,0.7619047619047619
0.9678714859437751,0.6643518518518519,0.6477441077441077,0.6559043245047597
0.9678714859437751,0.9965277777777778,0.9716161616161616,0.9838564867571394
